Curs escolar,Codi_centre,Nom_centre,Municipi,Unitats concertades - EINF,Unitats concertades - PRI,Unitats concertades - ESO,Unitats concertades - EdE,Unitats concertades - BATX,Unitats concertades - CFPM,Unitats concertades -CFPS,Alumnes - EINF,Alumnes - PRI,Alumnes - ESO,Alumnes - EdE,Alumnes - BATX,Alumnes - CFPM,Alumnes - CFPS,Dotació plantilla,Nòmina del personal del centre,Seg.Social,Despeses de funcionament,Total Alumnes,MUNICIPI,NOM_CAPITAL,COMARCA,PROVINCIA,CENS
2021-2022,8028849,Escaladei,Cerdanyola del Vallès,3.0,6.0,4.0,0.0,0.0,0.0,0.0,63.0,155.0,117.0,0.0,0.0,0.0,0.0,20.72,852448.2,267668.73,98123.36,335.0,Cerdanyola del Vallès,Cerdanyola del Vallès,Vallès Occidental,Barcelona,57291.0
2021-2022,8028850,Ramon Fuster,Cerdanyola del Vallès,9.0,18.0,12.0,0.0,0.0,0.0,0.0,215.0,466.0,358.0,0.0,0.0,0.0,0.0,61.66,2441433.78,766610.21,317199.38,1039.0,Cerdanyola del Vallès,Cerdanyola del Vallès,Vallès Occidental,Barcelona,57291.0
2021-2022,8028886,Montserrat,Cerdanyola del Vallès,6.0,12.0,8.0,0.0,0.0,0.0,0.0,124.0,309.0,243.0,0.0,0.0,0.0,0.0,38.68,1670858.75,524649.65,219755.02,676.0,Cerdanyola del Vallès,Cerdanyola del Vallès,Vallès Occidental,Barcelona,57291.0
2021-2022,8036317,Bellaire,Cerdanyola del Vallès,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,21.0,698021.81,219178.85,64064.29,40.0,Cerdanyola del Vallès,Cerdanyola del Vallès,Vallès Occidental,Barcelona,57291.0
2017-2018,8029003,Nuestra Señora del Pilar,Sentmenat,3.0,5.0,0.0,0.0,0.0,0.0,0.0,48.0,117.0,0.0,0.0,0.0,0.0,0.0,12.0,433632.97,133992.59,47798.4,165.0,Sentmenat,Sentmenat,Vallès Occidental,Barcelona,9417.0
2018-2019,8029003,Nuestra Señora del Pilar,Sentmenat,3.0,5.0,0.0,0.0,0.0,0.0,0.0,49.0,114.0,0.0,0.0,0.0,0.0,0.0,12.0,427750.39,132174.87,50267.18,163.0,Sentmenat,Sentmenat,Vallès Occidental,Barcelona,9417.0
2019-2020,8029003,Nuestra Señora del Pilar,Sentmenat,2.0,5.0,0.0,0.0,0.0,0.0,0.0,43.0,102.0,0.0,0.0,0.0,0.0,0.0,11.0,439848.44,138112.41,44564.67,145.0,Sentmenat,Sentmenat,Vallès Occidental,Barcelona,9417.0
2020-2021,8029003,Nuestra Señora del Pilar,Sentmenat,1.0,6.0,0.0,0.0,0.0,0.0,0.0,37.0,101.0,0.0,0.0,0.0,0.0,0.0,12.0,457117.14,143534.78,50837.7,138.0,Sentmenat,Sentmenat,Vallès Occidental,Barcelona,9417.0
2021-2022,8029003,Nuestra Señora del Pilar,Sentmenat,0.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,100.0,0.0,0.0,0.0,0.0,0.0,10.0,433031.25,135971.81,43282.29,123.0,Sentmenat,Sentmenat,Vallès Occidental,Barcelona,9417.0
2017-2018,8029076,Escola Pia de Sitges,Sitges,6.0,12.0,8.0,0.0,0.0,0.0,0.0,145.0,307.0,240.0,0.0,0.0,0.0,0.0,37.68,1343613.23,415176.49,174495.22,692.0,Sitges,Sitges,Garraf,Barcelona,31222.0
2018-2019,8029076,Escola Pia de Sitges,Sitges,6.0,12.0,8.0,0.0,0.0,0.0,0.0,135.0,304.0,237.0,0.0,0.0,0.0,0.0,37.68,1390991.04,429816.23,181453.02,676.0,Sitges,Sitges,Garraf,Barcelona,31222.0
2019-2020,8029076,Escola Pia de Sitges,Sitges,5.0,12.0,8.0,0.0,0.0,0.0,0.0,113.0,306.0,245.0,0.0,0.0,0.0,0.0,37.35,1473955.52,462822.03,176897.16,664.0,Sitges,Sitges,Garraf,Barcelona,31222.0
2020-2021,8029076,Escola Pia de Sitges,Sitges,5.0,12.0,8.0,0.0,0.0,0.0,0.0,99.0,301.0,244.0,0.0,0.0,0.0,0.0,38.52,1498608.2,470562.97,197345.93,644.0,Sitges,Sitges,Garraf,Barcelona,31222.0
2021-2022,8029076,Escola Pia de Sitges,Sitges,4.0,12.0,8.0,0.0,0.0,0.0,0.0,91.0,299.0,233.0,0.0,0.0,0.0,0.0,38.01,1570992.14,493291.53,202599.94,623.0,Sitges,Sitges,Garraf,Barcelona,31222.0
2017-2018,8029258,FEDAC-Súria,Súria,3.0,4.0,0.0,0.0,0.0,0.0,0.0,54.0,81.0,0.0,0.0,0.0,0.0,0.0,11.0,373837.37,115515.75,41823.6,135.0,Súria,Súria,Bages,Barcelona,5921.0
2018-2019,8029258,FEDAC-Súria,Súria,3.0,4.0,0.0,0.0,0.0,0.0,0.0,55.0,80.0,0.0,0.0,0.0,0.0,0.0,11.0,392336.29,121231.91,45804.19,135.0,Súria,Súria,Bages,Barcelona,5921.0
2019-2020,8029258,FEDAC-Súria,Súria,3.0,4.0,0.0,0.0,0.0,0.0,0.0,59.0,86.0,0.0,0.0,0.0,0.0,0.0,11.0,403292.19,126633.75,48921.62,145.0,Súria,Súria,Bages,Barcelona,5921.0
2020-2021,8029258,FEDAC-Súria,Súria,3.0,5.0,0.0,0.0,0.0,0.0,0.0,59.0,99.0,0.0,0.0,0.0,0.0,0.0,13.0,472932.06,148500.67,60881.36,158.0,Súria,Súria,Bages,Barcelona,5921.0
2021-2022,8029258,FEDAC-Súria,Súria,3.0,5.0,0.0,0.0,0.0,0.0,0.0,58.0,105.0,0.0,0.0,0.0,0.0,0.0,13.0,509964.14,160128.74,66312.37,163.0,Súria,Súria,Bages,Barcelona,5921.0
2017-2018,8029313,Sant Genís-Santa Agnès,Taradell,3.0,6.0,0.0,0.0,0.0,0.0,0.0,67.0,135.0,0.0,0.0,0.0,0.0,0.0,13.0,462963.71,143055.79,57331.67,202.0,Taradell,Taradell,Osona,Barcelona,6699.0
2018-2019,8029313,Sant Genís-Santa Agnès,Taradell,2.0,6.0,0.0,0.0,0.0,0.0,0.0,57.0,135.0,0.0,0.0,0.0,0.0,0.0,12.0,460206.23,142203.73,49567.34,192.0,Taradell,Taradell,Osona,Barcelona,6699.0
2019-2020,8029313,Sant Genís-Santa Agnès,Taradell,2.0,6.0,0.0,0.0,0.0,0.0,0.0,50.0,134.0,0.0,0.0,0.0,0.0,0.0,12.0,480681.19,150933.89,54280.7,184.0,Taradell,Taradell,Osona,Barcelona,6699.0
2020-2021,8029313,Sant Genís-Santa Agnès,Taradell,2.0,6.0,0.0,0.0,0.0,0.0,0.0,47.0,144.0,0.0,0.0,0.0,0.0,0.0,13.0,514967.43,161699.77,62488.65,191.0,Taradell,Taradell,Osona,Barcelona,6699.0
2021-2022,8029313,Sant Genís-Santa Agnès,Taradell,2.0,6.0,0.0,0.0,0.0,0.0,0.0,49.0,133.0,0.0,0.0,0.0,0.0,0.0,13.0,564561.5,177272.31,67461.23,182.0,Taradell,Taradell,Osona,Barcelona,6699.0
2017-2018,8030431,Vedruna-Tona,Tona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,130.0,305.0,231.0,0.0,0.0,0.0,0.0,37.68,1345663.77,415810.1,179988.11,666.0,Tona,Tona,Osona,Barcelona,8368.0
2018-2019,8030431,Vedruna-Tona,Tona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,114.0,309.0,233.0,0.0,0.0,0.0,0.0,37.68,1378984.17,426106.11,179312.93,656.0,Tona,Tona,Osona,Barcelona,8368.0
2019-2020,8030431,Vedruna Tona,Tona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,119.0,290.0,231.0,0.0,0.0,0.0,0.0,37.68,1473984.01,462830.98,191003.1,640.0,Tona,Tona,Osona,Barcelona,8368.0
2020-2021,8030431,Vedruna Tona,Tona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,117.0,290.0,229.0,0.0,0.0,0.0,0.0,38.68,1519595.81,477153.08,210135.15,636.0,Tona,Tona,Osona,Barcelona,8368.0
2021-2022,8030431,Vedruna Tona,Tona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,112.0,284.0,229.0,0.0,0.0,0.0,0.0,38.68,1618648.61,508255.66,223483.7,625.0,Tona,Tona,Osona,Barcelona,8368.0
2017-2018,8030479,Brianxa,Tordera,3.0,6.0,4.0,0.0,0.0,0.0,0.0,78.0,166.0,117.0,0.0,0.0,0.0,0.0,19.72,734133.61,226847.29,86454.24,361.0,Tordera,Tordera,Maresme,Barcelona,18022.0
2017-2018,8030509,Vedruna Tordera,Tordera,3.0,6.0,4.0,0.0,0.0,0.0,0.0,81.0,170.0,129.0,0.0,0.0,0.0,0.0,19.72,737914.49,228015.58,85989.01,380.0,Tordera,Tordera,Maresme,Barcelona,18022.0
2018-2019,8030479,Brianxa,Tordera,3.0,6.0,4.0,0.0,0.0,0.0,0.0,77.0,163.0,117.0,0.0,0.0,0.0,0.0,19.72,763767.58,236004.18,88834.12,357.0,Tordera,Tordera,Maresme,Barcelona,18022.0
2018-2019,8030509,Vedruna Tordera,Tordera,3.0,6.0,4.0,0.0,0.0,0.0,0.0,77.0,163.0,124.0,0.0,0.0,0.0,0.0,19.72,770248.9,238006.91,91569.69,364.0,Tordera,Tordera,Maresme,Barcelona,18022.0
2019-2020,8030479,Brianxa,Tordera,3.0,6.0,4.0,0.0,0.0,0.0,0.0,77.0,161.0,118.0,0.0,0.0,0.0,0.0,19.72,812710.43,255191.08,92019.94,356.0,Tordera,Tordera,Maresme,Barcelona,18022.0
2019-2020,8030509,Vedruna Tordera,Tordera,3.0,6.0,4.0,0.0,0.0,0.0,0.0,75.0,157.0,125.0,0.0,0.0,0.0,0.0,19.72,822643.85,258310.17,94562.7,357.0,Tordera,Tordera,Maresme,Barcelona,18022.0
2020-2021,8030479,Brianxa,Tordera,3.0,6.0,4.0,0.0,0.0,0.0,0.0,75.0,156.0,118.0,0.0,0.0,0.0,0.0,20.72,883057.99,277280.21,106418.43,349.0,Tordera,Tordera,Maresme,Barcelona,18022.0
2020-2021,8030509,Vedruna Tordera,Tordera,3.0,6.0,4.0,0.0,0.0,0.0,0.0,74.0,156.0,121.0,0.0,0.0,0.0,0.0,20.72,852292.17,267619.74,106653.27,351.0,Tordera,Tordera,Maresme,Barcelona,18022.0
2021-2022,8030479,Brianxa,Tordera,3.0,6.0,4.0,0.0,0.0,0.0,0.0,65.0,159.0,119.0,0.0,0.0,0.0,0.0,20.72,913374.43,286799.57,109740.34,343.0,Tordera,Tordera,Maresme,Barcelona,18022.0
2021-2022,8030509,Vedruna Tordera,Tordera,3.0,6.0,4.0,0.0,0.0,0.0,0.0,73.0,160.0,123.0,0.0,0.0,0.0,0.0,20.72,901751.73,283150.04,110788.5,356.0,Tordera,Tordera,Maresme,Barcelona,18022.0
2017-2018,8030534,Rocaprevera,Torelló,3.0,6.0,4.0,0.0,0.0,0.0,0.0,61.0,140.0,93.0,0.0,0.0,0.0,0.0,19.72,709797.54,219327.44,88374.71,294.0,Torelló,Torelló,Osona,Barcelona,14726.0
2017-2018,8030546,Sagrats Cors,Torelló,3.0,6.0,8.0,0.0,0.0,0.0,0.0,63.0,130.0,188.0,0.0,0.0,0.0,0.0,26.68,994353.7,307255.29,122809.99,381.0,Torelló,Torelló,Osona,Barcelona,14726.0
2018-2019,8030534,Rocaprevera,Torelló,3.0,6.0,4.0,0.0,0.0,0.0,0.0,49.0,140.0,83.0,0.0,0.0,0.0,0.0,19.72,740800.88,228907.47,90711.78,272.0,Torelló,Torelló,Osona,Barcelona,14726.0
2018-2019,8030546,Sagrats Cors,Torelló,3.0,6.0,8.0,0.0,0.0,0.0,0.0,60.0,140.0,199.0,0.0,0.0,0.0,0.0,26.68,990928.94,306197.04,125897.33,399.0,Torelló,Torelló,Osona,Barcelona,14726.0
2019-2020,8030534,Rocaprevera,Torelló,3.0,6.0,4.0,0.0,0.0,0.0,0.0,50.0,142.0,82.0,0.0,0.0,0.0,0.0,19.72,762398.66,239393.18,95430.75,274.0,Torelló,Torelló,Osona,Barcelona,14726.0
2019-2020,8030546,Sagrats Cors,Torelló,3.0,6.0,8.0,0.0,0.0,0.0,0.0,65.0,145.0,192.0,0.0,0.0,0.0,0.0,26.68,1051896.12,330295.38,131438.45,402.0,Torelló,Torelló,Osona,Barcelona,14726.0
2020-2021,8030534,Rocaprevera,Torelló,3.0,6.0,4.0,0.0,0.0,0.0,0.0,56.0,145.0,85.0,0.0,0.0,0.0,0.0,20.72,837076.97,262842.17,102488.31,286.0,Torelló,Torelló,Osona,Barcelona,14726.0
2020-2021,8030546,Sagrats Cors,Torelló,3.0,6.0,8.0,0.0,0.0,0.0,0.0,67.0,146.0,182.0,0.0,0.0,0.0,0.0,27.68,1079455.08,338948.9,145800.64,395.0,Torelló,Torelló,Osona,Barcelona,14726.0
2021-2022,8030534,Rocaprevera,Torelló,3.0,6.0,4.0,0.0,0.0,0.0,0.0,61.0,131.0,88.0,0.0,0.0,0.0,0.0,21.72,841591.43,264259.71,123091.98,280.0,Torelló,Torelló,Osona,Barcelona,14726.0
2021-2022,8030546,Sagrats Cors,Torelló,3.0,6.0,8.0,0.0,0.0,0.0,0.0,60.0,144.0,185.0,0.0,0.0,0.0,0.0,27.68,1202727.6,377656.47,138732.12,389.0,Torelló,Torelló,Osona,Barcelona,14726.0
2017-2018,8030777,Verge del Roser,Vallirana,3.0,6.0,8.0,0.0,0.0,0.0,0.0,76.0,157.0,207.0,0.0,0.0,0.0,0.0,26.68,952036.73,294179.35,117970.72,440.0,Vallirana,Vallirana,Baix Llobregat,Barcelona,15658.0
2018-2019,8030777,Verge del Roser,Vallirana,3.0,6.0,8.0,0.0,0.0,0.0,0.0,76.0,156.0,214.0,0.0,0.0,0.0,0.0,26.68,1009772.13,312019.59,124312.39,446.0,Vallirana,Vallirana,Baix Llobregat,Barcelona,15658.0
2019-2020,8030777,Dominiques Vallirana,Vallirana,3.0,6.0,8.0,0.0,0.0,0.0,0.0,76.0,153.0,200.0,0.0,0.0,0.0,0.0,26.68,1059662.8,332734.12,127889.36,429.0,Vallirana,Vallirana,Baix Llobregat,Barcelona,15658.0
2020-2021,8030777,Dominiques Vallirana,Vallirana,3.0,6.0,8.0,0.0,0.0,0.0,0.0,66.0,152.0,179.0,0.0,0.0,0.0,0.0,27.68,1082022.8,339755.16,137929.72,397.0,Vallirana,Vallirana,Baix Llobregat,Barcelona,15658.0
2021-2022,8030777,Dominiques Vallirana,Vallirana,3.0,6.0,8.0,0.0,0.0,0.0,0.0,62.0,150.0,176.0,0.0,0.0,0.0,0.0,27.68,1109462.71,348371.29,151767.28,388.0,Vallirana,Vallirana,Baix Llobregat,Barcelona,15658.0
2017-2018,8031125,Santo Tomás,Viladecans,3.0,6.0,0.0,0.0,0.0,0.0,0.0,66.0,151.0,0.0,0.0,0.0,0.0,0.0,13.0,481457.99,148770.52,53394.63,217.0,Viladecans,Viladecans,Baix Llobregat,Barcelona,66720.0
2017-2018,8031150,Sagrada Família,Viladecans,6.0,12.0,8.0,0.0,0.0,0.0,0.0,148.0,308.0,238.0,0.0,0.0,0.0,0.0,40.18,1464223.71,452445.13,172908.48,694.0,Viladecans,Viladecans,Baix Llobregat,Barcelona,66720.0
2017-2018,8031231,Sant Gabriel,Viladecans,6.0,12.0,8.0,0.0,0.0,4.0,2.0,150.0,310.0,244.0,0.0,0.0,97.0,59.0,47.95,1752464.46,541511.52,246815.83,860.0,Viladecans,Viladecans,Baix Llobregat,Barcelona,66720.0
2017-2018,8032555,Goar,Viladecans,6.0,12.0,8.0,0.0,2.0,0.0,0.0,139.0,305.0,236.0,0.0,72.0,0.0,0.0,41.48,1507556.82,465835.06,185532.9,752.0,Viladecans,Viladecans,Baix Llobregat,Barcelona,66720.0
2017-2018,8043553,Teide,Viladecans,2.0,6.0,4.0,0.0,0.0,0.0,0.0,56.0,150.0,120.0,0.0,0.0,0.0,0.0,18.72,706940.71,218444.68,82343.59,326.0,Viladecans,Viladecans,Baix Llobregat,Barcelona,66720.0
2018-2019,8031125,Santo Tomás,Viladecans,3.0,6.0,0.0,0.0,0.0,0.0,0.0,57.0,145.0,0.0,0.0,0.0,0.0,0.0,13.0,482909.29,149218.97,56089.44,202.0,Viladecans,Viladecans,Baix Llobregat,Barcelona,66720.0
2018-2019,8031150,Sagrada Família,Viladecans,6.0,12.0,8.0,0.0,0.0,0.0,0.0,136.0,308.0,235.0,0.0,0.0,0.0,0.0,40.18,1562321.85,482757.45,179109.27,679.0,Viladecans,Viladecans,Baix Llobregat,Barcelona,66720.0
2018-2019,8031231,Sant Gabriel,Viladecans,6.0,12.0,8.0,0.0,0.0,4.0,2.0,147.0,314.0,242.0,0.0,0.0,102.0,61.0,48.33,1831368.32,565892.81,255935.73,866.0,Viladecans,Viladecans,Baix Llobregat,Barcelona,66720.0
2018-2019,8032555,Goar,Viladecans,6.0,12.0,8.0,0.0,2.0,0.0,0.0,136.0,300.0,251.0,0.0,66.0,0.0,0.0,41.48,1587847.24,490644.8,190989.11,753.0,Viladecans,Viladecans,Baix Llobregat,Barcelona,66720.0
2018-2019,8043553,Teide,Viladecans,1.0,6.0,4.0,0.0,0.0,0.0,0.0,49.0,148.0,116.0,0.0,0.0,0.0,0.0,17.72,682309.69,210833.69,77518.82,313.0,Viladecans,Viladecans,Baix Llobregat,Barcelona,66720.0
2019-2020,8043553,Teide,Viladecans,2.0,6.0,4.0,0.0,0.0,0.0,0.0,57.0,141.0,118.0,0.0,0.0,0.0,0.0,18.72,781799.61,245485.08,85381.95,316.0,Viladecans,Viladecans,Baix Llobregat,Barcelona,66720.0
2019-2020,8031125,Santo Tomás,Viladecans,3.0,6.0,0.0,0.0,0.0,0.0,0.0,56.0,140.0,0.0,0.0,0.0,0.0,0.0,13.0,518903.63,162935.74,57182.59,196.0,Viladecans,Viladecans,Baix Llobregat,Barcelona,66720.0
2019-2020,8031150,Sagrada Família,Viladecans,6.0,12.0,8.0,0.0,0.0,0.0,0.0,126.0,305.0,238.0,0.0,0.0,0.0,0.0,40.18,1689102.21,530378.09,183206.12,669.0,Viladecans,Viladecans,Baix Llobregat,Barcelona,66720.0
2019-2020,8031231,Sant Gabriel,Viladecans,6.0,12.0,8.0,0.0,0.0,4.0,3.0,144.0,311.0,240.0,0.0,0.0,103.0,82.0,49.61,1973841.97,619786.38,285064.54,880.0,Viladecans,Viladecans,Baix Llobregat,Barcelona,66720.0
2019-2020,8032555,Goar,Viladecans,6.0,12.0,8.0,0.0,3.0,0.0,0.0,135.0,295.0,246.0,0.0,84.0,0.0,0.0,43.23,1722738.39,540939.85,205144.27,760.0,Viladecans,Viladecans,Baix Llobregat,Barcelona,66720.0
2020-2021,8031125,Santo Tomás,Viladecans,3.0,6.0,0.0,0.0,0.0,0.0,0.0,54.0,136.0,0.0,0.0,0.0,0.0,0.0,14.0,542485.19,170340.35,60564.56,190.0,Viladecans,Viladecans,Baix Llobregat,Barcelona,66720.0
2020-2021,8031150,Sagrada Família,Viladecans,6.0,12.0,8.0,0.0,0.0,0.0,0.0,106.0,306.0,238.0,0.0,0.0,0.0,0.0,41.18,1688542.98,530202.5,202267.94,650.0,Viladecans,Viladecans,Baix Llobregat,Barcelona,66720.0
2020-2021,8031231,Sant Gabriel,Viladecans,6.0,12.0,8.0,0.0,0.0,3.0,4.0,146.0,304.0,239.0,0.0,0.0,80.0,108.0,50.87,2058626.39,646408.69,288292.48,877.0,Viladecans,Viladecans,Baix Llobregat,Barcelona,66720.0
2020-2021,8032555,Goar,Viladecans,6.0,12.0,8.0,0.0,4.0,0.0,0.0,120.0,292.0,245.0,0.0,105.0,0.0,0.0,46.08,1796923.15,564233.87,233198.8,762.0,Viladecans,Viladecans,Baix Llobregat,Barcelona,66720.0
2020-2021,8043553,Teide,Viladecans,1.0,6.0,4.0,0.0,0.0,0.0,0.0,44.0,144.0,112.0,0.0,0.0,0.0,0.0,18.72,752865.53,236399.78,93736.67,300.0,Viladecans,Viladecans,Baix Llobregat,Barcelona,66720.0
2021-2022,8031125,Santo Tomás,Viladecans,3.0,6.0,0.0,0.0,0.0,0.0,0.0,49.0,129.0,0.0,0.0,0.0,0.0,0.0,14.0,601549.23,188886.46,60193.46,178.0,Viladecans,Viladecans,Baix Llobregat,Barcelona,66720.0
2021-2022,8031150,Sagrada Família,Viladecans,5.0,12.0,8.0,0.0,0.0,0.0,0.0,90.0,296.0,239.0,0.0,0.0,0.0,0.0,40.84,1764946.71,554193.27,210608.42,625.0,Viladecans,Viladecans,Baix Llobregat,Barcelona,66720.0
2021-2022,8031231,Sant Gabriel,Viladecans,6.0,12.0,8.0,0.0,0.0,3.0,4.0,147.0,304.0,236.0,0.0,0.0,83.0,119.0,50.7,2271026.96,713102.47,284904.55,889.0,Viladecans,Viladecans,Baix Llobregat,Barcelona,66720.0
2021-2022,8032555,Goar,Viladecans,6.0,12.0,8.0,0.0,4.0,0.0,0.0,115.0,284.0,243.0,0.0,112.0,0.0,0.0,46.08,1881994.7,590946.34,241270.88,754.0,Viladecans,Viladecans,Baix Llobregat,Barcelona,66720.0
2021-2022,8043553,Teide,Viladecans,1.0,5.0,4.0,0.0,0.0,0.0,0.0,39.0,130.0,106.0,0.0,0.0,0.0,0.0,17.72,742959.91,233289.41,97481.75,275.0,Viladecans,Viladecans,Baix Llobregat,Barcelona,66720.0
2017-2018,8031356,Montagut,Vilafranca del Penedès,6.0,12.0,5.0,0.0,0.0,0.0,0.0,154.0,316.0,166.0,0.0,0.0,0.0,0.0,33.55,1115498.42,344689.01,142948.14,636.0,Vilafranca del Penedès,Vilafranca del Penedès,Alt Penedès,Barcelona,40056.0
2017-2018,8031371,Sant Josep,Vilafranca del Penedès,3.0,6.0,4.0,0.0,0.0,0.0,0.0,79.0,159.0,126.0,0.0,0.0,0.0,0.0,19.72,722594.17,223281.6,85685.01,364.0,Vilafranca del Penedès,Vilafranca del Penedès,Alt Penedès,Barcelona,40056.0
2017-2018,8031381,Vedruna Sant Elies,Vilafranca del Penedès,6.0,12.0,8.0,0.0,0.0,0.0,0.0,146.0,314.0,231.0,0.0,0.0,0.0,0.0,37.68,1370510.42,423487.72,173713.74,691.0,Vilafranca del Penedès,Vilafranca del Penedès,Alt Penedès,Barcelona,40056.0
2017-2018,8031401,Sant Ramon de Penyafort,Vilafranca del Penedès,6.0,12.0,8.0,0.0,0.0,0.0,0.0,141.0,312.0,218.0,0.0,0.0,0.0,0.0,37.68,1379689.61,426324.09,176178.59,671.0,Vilafranca del Penedès,Vilafranca del Penedès,Alt Penedès,Barcelona,40056.0
2017-2018,8053625,Delta - Espiga,Vilafranca del Penedès,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,21.0,645927.71,199591.66,72410.64,65.0,Vilafranca del Penedès,Vilafranca del Penedès,Alt Penedès,Barcelona,40056.0
2018-2019,8031356,Montagut,Vilafranca del Penedès,6.0,12.0,6.0,0.0,0.0,0.0,0.0,151.0,320.0,190.0,0.0,0.0,0.0,0.0,35.26,1233683.89,381208.32,159225.52,661.0,Vilafranca del Penedès,Vilafranca del Penedès,Alt Penedès,Barcelona,40056.0
2018-2019,8031371,Sant Josep,Vilafranca del Penedès,3.0,6.0,4.0,0.0,0.0,0.0,0.0,76.0,161.0,119.0,0.0,0.0,0.0,0.0,19.72,749058.73,231459.15,91211.86,356.0,Vilafranca del Penedès,Vilafranca del Penedès,Alt Penedès,Barcelona,40056.0
2018-2019,8031381,Vedruna Sant Elies,Vilafranca del Penedès,6.0,12.0,8.0,0.0,0.0,0.0,0.0,140.0,315.0,232.0,0.0,0.0,0.0,0.0,37.68,1421037.29,439100.52,180372.66,687.0,Vilafranca del Penedès,Vilafranca del Penedès,Alt Penedès,Barcelona,40056.0
2018-2019,8031401,Sant Ramon de Penyafort,Vilafranca del Penedès,6.0,12.0,8.0,0.0,0.0,0.0,0.0,144.0,318.0,229.0,0.0,0.0,0.0,0.0,37.68,1410869.4,435958.64,175183.06,691.0,Vilafranca del Penedès,Vilafranca del Penedès,Alt Penedès,Barcelona,40056.0
2018-2019,8053625,Delta - Espiga,Vilafranca del Penedès,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,21.0,653818.75,202029.99,68177.22,60.0,Vilafranca del Penedès,Vilafranca del Penedès,Alt Penedès,Barcelona,40056.0
2019-2020,8031356,Montagut,Vilafranca del Penedès,6.0,12.0,7.0,0.0,0.0,0.0,0.0,150.0,324.0,213.0,0.0,0.0,0.0,0.0,36.97,1372501.24,430965.39,177725.63,687.0,Vilafranca del Penedès,Vilafranca del Penedès,Alt Penedès,Barcelona,40056.0
2019-2020,8031371,Sant Josep,Vilafranca del Penedès,3.0,6.0,4.0,0.0,0.0,0.0,0.0,76.0,162.0,123.0,0.0,0.0,0.0,0.0,19.72,807048.42,253413.2,92601.71,361.0,Vilafranca del Penedès,Vilafranca del Penedès,Alt Penedès,Barcelona,40056.0
2019-2020,8031381,Vedruna Vilafranca del Penedès,Vilafranca del Penedès,6.0,12.0,8.0,0.0,0.0,0.0,0.0,135.0,313.0,235.0,0.0,0.0,0.0,0.0,37.68,1492899.55,468770.46,187991.21,683.0,Vilafranca del Penedès,Vilafranca del Penedès,Alt Penedès,Barcelona,40056.0
2019-2020,8031401,Sant Ramon de Penyafort,Vilafranca del Penedès,6.0,12.0,8.0,0.0,0.0,0.0,0.0,140.0,310.0,231.0,0.0,0.0,0.0,0.0,37.68,1525606.07,479040.31,188615.68,681.0,Vilafranca del Penedès,Vilafranca del Penedès,Alt Penedès,Barcelona,40056.0
2019-2020,8053625,Delta - Espiga,Vilafranca del Penedès,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,21.0,690077.89,216684.46,70349.68,51.0,Vilafranca del Penedès,Vilafranca del Penedès,Alt Penedès,Barcelona,40056.0
2020-2021,8031356,Montagut,Vilafranca del Penedès,6.0,12.0,8.0,0.0,0.0,0.0,0.0,147.0,316.0,245.0,0.0,0.0,0.0,0.0,39.68,1507180.95,473254.82,203003.25,708.0,Vilafranca del Penedès,Vilafranca del Penedès,Alt Penedès,Barcelona,40056.0
2020-2021,8031371,Sant Josep,Vilafranca del Penedès,3.0,6.0,4.0,0.0,0.0,0.0,0.0,71.0,159.0,116.0,0.0,0.0,0.0,0.0,20.72,872004.01,273809.26,100622.25,346.0,Vilafranca del Penedès,Vilafranca del Penedès,Alt Penedès,Barcelona,40056.0
2020-2021,8031381,Vedruna Vilafranca del Penedès,Vilafranca del Penedès,6.0,12.0,8.0,0.0,0.0,0.0,0.0,135.0,312.0,235.0,0.0,0.0,0.0,0.0,38.68,1507972.68,473503.42,211310.51,682.0,Vilafranca del Penedès,Vilafranca del Penedès,Alt Penedès,Barcelona,40056.0
2020-2021,8031401,Sant Ramon de Penyafort,Vilafranca del Penedès,6.0,12.0,8.0,0.0,0.0,0.0,0.0,123.0,307.0,225.0,0.0,0.0,0.0,0.0,38.68,1536037.07,482315.64,206693.43,655.0,Vilafranca del Penedès,Vilafranca del Penedès,Alt Penedès,Barcelona,40056.0
2020-2021,8053625,Delta - Espiga,Vilafranca del Penedès,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,21.0,687517.99,215880.65,74492.86,41.0,Vilafranca del Penedès,Vilafranca del Penedès,Alt Penedès,Barcelona,40056.0
