Curs escolar,Codi_centre,Nom_centre,Municipi,Unitats concertades - EINF,Unitats concertades - PRI,Unitats concertades - ESO,Unitats concertades - EdE,Unitats concertades - BATX,Unitats concertades - CFPM,Unitats concertades -CFPS,Alumnes - EINF,Alumnes - PRI,Alumnes - ESO,Alumnes - EdE,Alumnes - BATX,Alumnes - CFPM,Alumnes - CFPS,Dotació plantilla,Nòmina del personal del centre,Seg.Social,Despeses de funcionament,Total Alumnes,MUNICIPI,NOM_CAPITAL,COMARCA,PROVINCIA,CENS
2020-2021,8001029,Boix,Badalona,1.0,6.0,4.0,0.0,0.0,0.0,0.0,37.0,142.0,104.0,0.0,0.0,0.0,0.0,18.72,765708.44,240432.45,88780.82,283.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2020-2021,8001030,Cultural Fluvià,Badalona,3.0,6.0,0.0,0.0,0.0,0.0,0.0,62.0,151.0,0.0,0.0,0.0,0.0,0.0,14.0,535232.07,168062.87,56121.85,213.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2020-2021,8001066,Maria Ward,Badalona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,144.0,304.0,222.0,0.0,0.0,0.0,0.0,41.68,1625422.51,510382.67,212265.1,670.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2020-2021,8001108,Mare de Déu de l'Assumpció,Badalona,9.0,18.0,12.0,0.0,6.0,0.0,0.0,184.0,452.0,358.0,0.0,190.0,0.0,0.0,72.355,2966756.21,931561.45,330985.6,1184.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2020-2021,8001133,Arrels-Blanquerna,Badalona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,63.0,146.0,112.0,0.0,0.0,0.0,0.0,20.72,813643.0,255483.9,105485.03,321.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2020-2021,8001145,Lestonnac,Badalona,5.0,12.0,8.0,0.0,0.0,0.0,0.0,117.0,281.0,218.0,0.0,0.0,0.0,0.0,48.35,1840914.61,578047.19,201437.82,616.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2020-2021,8001157,Minguella,Badalona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,136.0,289.0,235.0,0.0,0.0,0.0,0.0,38.68,1537077.25,482642.26,202830.28,660.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2020-2021,8001170,Santíssima Trinitat,Badalona,3.0,6.0,5.0,0.0,0.0,0.0,0.0,68.0,155.0,130.0,0.0,0.0,0.0,0.0,23.55,971866.38,305166.04,112355.03,353.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2020-2021,8001297,Laietània,Badalona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,57.0,149.0,122.0,0.0,0.0,0.0,0.0,20.72,802528.76,251994.03,101031.91,328.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2020-2021,8034916,Joan Maragall,Badalona,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,98.0,166.0,0.0,19.88,817975.49,256844.3,105505.23,264.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2021-2022,8000499,Sant Domènec Savio,Badalona,7.0,18.0,12.0,0.0,0.0,6.0,0.0,166.0,449.0,359.0,0.0,0.0,167.0,0.0,70.55,3071378.79,964412.94,372384.92,1141.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2021-2022,8000517,Sant Andreu,Badalona,8.0,18.0,12.0,0.0,0.0,0.0,0.0,190.0,436.0,352.0,0.0,0.0,0.0,0.0,57.5,2438848.6,765798.46,308198.39,978.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2021-2022,8000578,Nen Jesús de Praga,Badalona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,62.0,154.0,122.0,0.0,0.0,0.0,0.0,20.72,944380.88,296535.6,99910.74,338.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2021-2022,8000608,Montserrat,Badalona,3.0,6.0,0.0,0.0,0.0,0.0,0.0,63.0,142.0,0.0,0.0,0.0,0.0,0.0,14.0,575585.76,180733.93,58483.8,205.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2021-2022,8000670,Mare de Déu de la Salut,Badalona,3.0,6.0,0.0,0.0,0.0,0.0,0.0,61.0,149.0,0.0,0.0,0.0,0.0,0.0,14.0,554133.87,173998.04,71961.38,210.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2021-2022,8000700,Maristes Champagnat,Badalona,6.0,16.0,12.0,0.0,0.0,0.0,0.0,132.0,382.0,359.0,0.0,0.0,0.0,0.0,51.16,2206085.24,692710.77,273484.88,873.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2021-2022,8000712,Llefià,Badalona,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,91.0,91.0,14.32,618863.86,194323.25,79591.26,182.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2021-2022,8000761,Badalonès,Badalona,8.0,18.0,12.0,0.0,6.0,2.0,0.0,191.0,457.0,368.0,0.0,193.0,61.0,0.0,70.9,3109041.01,976238.88,369718.49,1270.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2021-2022,8000827,Jesús Maria,Badalona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,147.0,304.0,230.0,0.0,0.0,0.0,0.0,41.68,1838375.26,577249.83,211845.9,681.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2021-2022,8000864,Cultural,Badalona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,127.0,301.0,225.0,0.0,0.0,0.0,0.0,42.68,1781636.36,559433.82,200903.84,653.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2021-2022,8000918,Cultural,Badalona,6.0,12.0,12.0,0.0,8.0,2.0,4.0,132.0,299.0,369.0,0.0,274.0,59.0,110.0,71.84,3081758.39,967672.13,387604.14,1243.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2021-2022,8000921,Arrels-Esperança,Badalona,11.0,24.0,12.0,0.0,0.0,0.0,0.0,254.0,585.0,361.0,0.0,0.0,0.0,0.0,69.6,2853144.66,895887.42,346280.98,1200.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2021-2022,8000943,Garbí Pere Vergés,Badalona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,151.0,314.0,241.0,0.0,0.0,0.0,0.0,38.68,1646154.93,516892.65,205023.07,706.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2021-2022,8000967,Betúlia,Badalona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,66.0,148.0,119.0,0.0,0.0,0.0,0.0,20.72,825316.54,259149.39,115283.25,333.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2021-2022,8000979,López Torrejón,Badalona,3.0,6.0,0.0,0.0,0.0,0.0,0.0,53.0,130.0,0.0,0.0,0.0,0.0,0.0,14.0,518707.79,162874.25,70877.98,183.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2021-2022,8000980,Ramiro de Maeztu,Badalona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,63.0,145.0,118.0,0.0,0.0,0.0,0.0,21.72,834207.33,261941.1,120709.55,326.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2021-2022,8001030,Cultural Fluvià,Badalona,3.0,6.0,0.0,0.0,0.0,0.0,0.0,61.0,150.0,0.0,0.0,0.0,0.0,0.0,14.0,598916.0,188059.62,65966.97,211.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2021-2022,8001066,Maria Ward,Badalona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,142.0,302.0,219.0,0.0,0.0,0.0,0.0,41.68,1698768.41,533413.28,224811.42,663.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2021-2022,8001108,Mare de Déu de l'Assumpció,Badalona,9.0,18.0,12.0,0.0,6.0,0.0,0.0,188.0,442.0,355.0,0.0,188.0,0.0,0.0,72.21,3165292.6,993901.88,352145.91,1173.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2021-2022,8001133,Arrels-Blanquerna,Badalona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,65.0,153.0,119.0,0.0,0.0,0.0,0.0,20.72,876586.74,275248.24,102593.32,337.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2021-2022,8001145,Lestonnac,Badalona,5.0,12.0,8.0,0.0,0.0,0.0,0.0,111.0,255.0,214.0,0.0,0.0,0.0,0.0,47.52,1882742.49,591181.14,236885.83,580.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2021-2022,8001157,Minguella,Badalona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,146.0,273.0,228.0,0.0,0.0,0.0,0.0,38.68,1667113.01,523473.49,193312.47,647.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2021-2022,8001170,Santíssima Trinitat,Badalona,3.0,6.0,5.0,0.0,0.0,0.0,0.0,72.0,153.0,131.0,0.0,0.0,0.0,0.0,23.4,1037192.17,325678.34,120729.99,356.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2021-2022,8001297,Laietània,Badalona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,54.0,145.0,122.0,0.0,0.0,0.0,0.0,20.72,848694.35,266490.03,100451.92,321.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2021-2022,8034916,Joan Maragall,Badalona,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,92.0,174.0,0.0,19.88,881717.22,276859.21,119877.09,266.0,Badalona,Badalona,Barcelonès,Barcelona,223506.0
2017-2018,8003014,Jesús Maria,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,141.0,310.0,219.0,0.0,0.0,0.0,0.0,38.68,1450921.17,448334.64,171082.57,670.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8003041,Sagrada Família,Barcelona,3.0,6.0,0.0,0.0,0.0,0.0,0.0,62.0,129.0,0.0,0.0,0.0,0.0,0.0,15.0,522132.71,161339.01,53424.22,191.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8003087,Sant Joan Baptista,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,54.0,130.0,90.0,0.0,0.0,0.0,0.0,20.73,727117.22,224679.22,88272.09,274.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8003294,Sant Felip Neri,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,75.0,154.0,113.0,0.0,0.0,0.0,0.0,20.73,747069.43,230844.45,86454.24,342.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8003336,Sagrat Cor,Barcelona,3.0,6.0,0.0,0.0,0.0,0.0,0.0,74.0,122.0,0.0,0.0,0.0,0.0,0.0,13.0,453166.11,140028.33,53301.19,196.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8003361,Maristes Anna Ravell,Barcelona,5.0,11.0,12.0,0.0,4.0,0.0,0.0,102.0,252.0,328.0,0.0,92.0,0.0,0.0,50.4,1924283.75,594603.68,221163.72,774.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8003543,Salesià de Sant Josep,Barcelona,3.0,6.0,13.0,0.0,0.0,0.0,0.0,77.0,153.0,382.0,0.0,0.0,0.0,0.0,34.84,1298825.85,401337.19,159334.79,612.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8003592,Maria Auxiliadora,Barcelona,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,0.0,0.0,0.0,0.0,0.0,17.0,579855.94,179175.49,71772.96,282.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8003610,Jesús Maria,Barcelona,6.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,248097.23,76662.04,35939.39,144.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8003658,Sant Francesc,Barcelona,0.0,0.0,0.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,150.0,257.0,31.39,1141801.14,352816.55,152895.12,407.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8003671,Sant Pere Claver,Barcelona,3.0,6.0,0.0,0.0,0.0,0.0,0.0,71.0,131.0,0.0,0.0,0.0,0.0,0.0,13.0,436377.76,134840.73,53592.66,202.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8003701,Alfageme,Barcelona,3.0,6.0,0.0,0.0,0.0,0.0,0.0,68.0,146.0,0.0,0.0,0.0,0.0,0.0,13.0,467708.36,144521.88,53773.2,214.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8003725,Garbiñe,Barcelona,3.0,6.0,0.0,0.0,0.0,0.0,0.0,73.0,155.0,0.0,0.0,0.0,0.0,0.0,13.0,421521.25,130250.07,54963.85,228.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8003774,Lexia,Barcelona,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,22.0,695171.7,214808.06,77243.9,73.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8003816,Thau,Barcelona,12.0,24.0,12.0,0.0,0.0,0.0,0.0,303.0,630.0,399.0,0.0,0.0,0.0,0.0,64.16,2301577.96,711187.59,313135.92,1332.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8003907,La Salle Bonanova,Barcelona,15.0,30.0,17.0,0.0,0.0,0.0,0.0,383.0,820.0,563.0,0.0,0.0,0.0,0.0,86.05,3135871.37,968984.25,405045.12,1766.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8003993,Canigó,Barcelona,11.0,17.0,8.0,0.0,0.0,0.0,0.0,241.0,401.0,267.0,0.0,0.0,0.0,0.0,49.52,1704845.34,526797.21,234064.75,909.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8004018,Mary Ward,Barcelona,3.0,6.0,3.0,0.0,0.0,0.0,0.0,80.0,146.0,86.0,0.0,0.0,0.0,0.0,18.04,635625.24,196408.2,79605.59,312.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8004031,Sant Marc de Sarrià,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,68.0,154.0,128.0,0.0,0.0,0.0,0.0,19.72,704093.52,217564.9,86235.93,350.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8004067,Sant Ignasi,Barcelona,12.0,36.0,24.0,0.0,0.0,3.0,18.0,316.0,915.0,748.0,0.0,0.0,82.0,510.0,132.49,4749399.99,1467564.6,720120.82,2571.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8004080,Sil,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,124.0,291.0,225.0,0.0,0.0,0.0,0.0,37.68,1226992.24,379140.6,171374.66,640.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8004122,Sagrado Corazón,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,111.0,278.0,215.0,0.0,0.0,0.0,0.0,37.68,1364834.36,421733.82,172054.97,604.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8004171,Santa Anna-Eixample,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,74.0,157.0,116.0,0.0,0.0,0.0,0.0,19.72,710880.34,219662.03,83631.73,347.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8004195,Sant Gregori,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,120.0,268.0,232.0,0.0,0.0,0.0,0.0,41.18,1349596.9,417025.44,164384.9,620.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8004201,Santa Teresa - Ganduxer,Barcelona,9.0,18.0,12.0,0.0,0.0,0.0,0.0,216.0,442.0,333.0,0.0,0.0,0.0,0.0,55.16,1964490.34,607027.52,262805.86,991.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8004286,Escola Pia de Sarrià-Calassanç,Barcelona,9.0,23.0,16.0,0.0,8.0,0.0,0.0,210.0,540.0,511.0,0.0,264.0,0.0,0.0,80.0,2970176.49,917784.54,372735.86,1525.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8004316,Decroly,Barcelona,2.0,6.0,0.0,0.0,0.0,0.0,0.0,61.0,152.0,0.0,0.0,0.0,0.0,0.0,12.0,407416.02,125891.55,54260.98,213.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8004328,Nostra Senyora de Lurdes,Barcelona,6.0,12.0,0.0,0.0,0.0,0.0,0.0,148.0,294.0,0.0,0.0,0.0,0.0,0.0,24.0,784283.85,242343.71,108911.8,442.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8004390,Sant Pau,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,160.0,311.0,229.0,0.0,0.0,0.0,0.0,37.68,1350815.53,417402.0,172826.82,700.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8004471,Nausica,Barcelona,3.0,6.0,0.0,0.0,0.0,0.0,0.0,64.0,135.0,0.0,0.0,0.0,0.0,0.0,13.0,472524.27,146010.0,54401.25,199.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8004511,Betània-Patmos,Barcelona,12.0,24.0,12.0,0.0,0.0,0.0,0.0,279.0,598.0,375.0,0.0,0.0,0.0,0.0,64.16,2258168.51,697774.07,313135.92,1252.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8004523,Paideia,Barcelona,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,39.5,1260090.85,389368.07,170849.29,178.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8004559,Abat Oliba-Loreto,Barcelona,9.0,18.0,10.0,0.0,0.0,0.0,0.0,190.0,468.0,304.0,0.0,0.0,0.0,0.0,51.8,1724500.03,532870.51,246605.04,962.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8004626,Infant Jesús,Barcelona,9.0,18.0,12.0,0.0,0.0,0.0,0.0,236.0,471.0,379.0,0.0,0.0,0.0,0.0,56.16,2020814.72,624431.75,257382.59,1086.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8004641,Lys,Barcelona,3.0,6.0,0.0,0.0,0.0,0.0,0.0,61.0,134.0,0.0,0.0,0.0,0.0,0.0,13.0,466583.15,144174.19,54374.61,195.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8004705,Reial Monestir de Santa Isabel,Barcelona,12.0,24.0,13.0,0.0,0.0,0.0,0.0,253.0,583.0,356.0,0.0,0.0,0.0,0.0,65.45,2140760.84,661495.1,318961.35,1192.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8004717,Sagrat Cor-Sarrià,Barcelona,11.0,24.0,16.0,0.0,6.0,4.0,6.0,259.0,633.0,475.0,0.0,171.0,98.0,178.0,96.55,3503143.01,1082471.19,454289.43,1814.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8004742,Jesús i Maria,Barcelona,8.0,17.0,12.0,0.0,0.0,0.0,0.0,183.0,389.0,349.0,0.0,0.0,0.0,0.0,52.5,1846343.52,570520.15,243347.88,921.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8004778,Santa Dorotea,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,119.0,281.0,241.0,0.0,0.0,0.0,0.0,37.68,1319922.37,407856.01,171843.61,641.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8004869,Peter Pan,Barcelona,3.0,6.0,0.0,0.0,0.0,0.0,0.0,72.0,120.0,0.0,0.0,0.0,0.0,0.0,14.0,510259.61,157670.22,53773.2,192.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8004900,Madres Concepcionistas de la Enseñanza,Barcelona,6.0,11.0,8.0,0.0,0.0,0.0,0.0,110.0,226.0,202.0,0.0,0.0,0.0,0.0,36.68,1267037.73,391514.66,166719.76,538.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8004912,Montserrat,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,159.0,345.0,247.0,0.0,0.0,0.0,0.0,37.68,1278236.63,394975.12,172908.48,751.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8005072,Sadako,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,155.0,330.0,248.0,0.0,0.0,0.0,0.0,37.68,1340664.89,414265.45,173670.65,733.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8005102,La Salle Comtal,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,134.0,273.0,243.0,0.0,0.0,0.0,0.0,40.68,1510901.6,466868.59,171651.66,650.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8005114,Mare del Diví Pastor,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,66.0,128.0,95.0,0.0,0.0,0.0,0.0,19.72,720196.97,222540.86,86454.24,289.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8005151,Sant Francesc Xavier,Barcelona,1.0,6.0,4.0,0.0,0.0,0.0,0.0,42.0,119.0,105.0,0.0,0.0,0.0,0.0,18.72,660249.93,204017.23,79276.11,266.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8005199,Casp-Sagrat Cor de Jesús,Barcelona,6.0,29.0,20.0,0.0,0.0,0.0,0.0,151.0,717.0,600.0,0.0,0.0,0.0,0.0,75.0,2715762.0,839170.46,373803.25,1468.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8005242,Escola Pia de Nostra Senyora,Barcelona,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,13.68,548094.72,169361.27,65731.22,242.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8005266,Sagrat Cor-Diputació,Barcelona,6.0,12.0,12.0,0.0,12.0,0.0,0.0,150.0,300.0,335.0,0.0,403.0,0.0,0.0,64.56,2345783.43,724847.08,279447.15,1188.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8005370,Jesuïtes Gràcia - Kostka,Barcelona,12.0,24.0,14.0,0.0,0.0,0.0,0.0,299.0,562.0,390.0,0.0,0.0,0.0,0.0,67.1,2389457.44,738342.35,335610.26,1251.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8005382,Escolàpies Llúria-Barcelona,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,119.0,280.0,227.0,0.0,0.0,0.0,0.0,37.68,1362883.51,421131.0,175230.6,626.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8005394,Lestonnac,Barcelona,9.0,18.0,12.0,0.0,6.0,0.0,0.0,228.0,456.0,363.0,0.0,185.0,0.0,0.0,66.6,2385586.45,737146.21,295141.66,1232.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8005412,Lleó XIII,Barcelona,3.0,5.0,8.0,0.0,0.0,0.0,0.0,54.0,118.0,220.0,0.0,0.0,0.0,0.0,25.68,883604.13,273033.68,115331.33,392.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8005436,Dominiques de l'Ensenyament de Barcelona,Barcelona,8.0,18.0,12.0,0.0,0.0,0.0,0.0,186.0,458.0,332.0,0.0,0.0,0.0,0.0,53.94,1938345.84,598948.86,255298.04,976.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8005473,La Merced,Barcelona,2.0,6.0,4.0,0.0,0.0,0.0,0.0,46.0,131.0,105.0,0.0,0.0,0.0,0.0,21.22,738427.07,228173.96,86694.67,282.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8005485,Marillac,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,60.0,146.0,112.0,0.0,0.0,0.0,0.0,20.72,774220.55,239234.15,88993.45,318.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8005564,Maristes La Immaculada,Barcelona,8.0,18.0,12.0,0.0,0.0,0.0,0.0,210.0,474.0,354.0,0.0,0.0,0.0,0.0,53.5,1883833.66,582104.6,254321.44,1038.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8005618,Vedruna Àngels,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,74.0,148.0,119.0,0.0,0.0,0.0,0.0,22.72,803360.1,248238.27,87985.82,341.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8005643,Labouré,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,66.0,155.0,120.0,0.0,0.0,0.0,0.0,23.72,854848.62,264148.22,87515.57,341.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8005734,Griselda,Barcelona,3.0,6.0,0.0,0.0,0.0,0.0,0.0,69.0,108.0,0.0,0.0,0.0,0.0,0.0,14.0,447777.21,138363.16,53773.2,177.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8005746,Escola Pia Sant Antoni,Barcelona,9.0,24.0,16.0,0.0,6.0,0.0,0.0,215.0,570.0,469.0,0.0,177.0,0.0,0.0,78.84,2958438.51,914157.5,363738.18,1431.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8005761,IPSE,Barcelona,6.0,10.0,8.0,0.0,4.0,0.0,0.0,114.0,229.0,227.0,0.0,105.0,0.0,0.0,42.08,1554427.36,480318.05,183638.39,675.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8005771,Shalom,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,99.0,269.0,198.0,0.0,0.0,0.0,0.0,37.68,1356211.09,419069.23,176987.51,566.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8005801,Mare de Déu del Roser,Barcelona,5.0,12.0,8.0,0.0,0.0,0.0,0.0,106.0,265.0,208.0,0.0,0.0,0.0,0.0,37.52,1342405.84,414803.4,171733.94,579.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8005965,Sant Francesc d'Assís,Barcelona,3.0,6.0,0.0,0.0,0.0,0.0,0.0,67.0,149.0,0.0,0.0,0.0,0.0,0.0,14.0,487883.51,150756.0,54252.66,216.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2017-2018,8005990,Immaculada Concepció Barcelona,Barcelona,3.0,9.0,8.0,0.0,0.0,0.0,0.0,71.0,208.0,179.0,0.0,0.0,0.0,0.0,30.68,1168429.08,361044.59,145124.39,458.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
